frame,i,x1,y1,x2,y2,x,y,angle,size
1, 0, 281, 395, 282, 395, -1, 0, 3.141592653589793, 1.0
1, 1, 314, 388, 314, 388, 0, 0, 0.0, 0.0
1, 2, 65, 391, 66, 391, -1, 0, 3.141592653589793, 1.0
1, 3, 85, 388, 85, 389, 0, -1, -1.5707963267948966, 1.0
1, 4, 181, 394, 181, 394, 0, 0, 0.0, 0.0
25, 0, 85, 387, 85, 387, 0, 0, 0.0, 0.0
25, 1, 281, 395, 282, 395, -1, 0, 3.141592653589793, 1.0
25, 2, 314, 388, 314, 388, 0, 0, 0.0, 0.0
60, 0, 138, 392, 138, 393, 0, -1, -1.5707963267948966, 1.0
60, 1, 82, 388, 82, 389, 0, -1, -1.5707963267948966, 1.0
60, 2, 69, 85, 69, 85, 0, 0, 0.0, 0.0
60, 3, 114, 387, 114, 388, 0, -1, -1.5707963267948966, 1.0
60, 4, 5, 91, 5, 91, 0, 0, 0.0, 0.0
60, 5, 29, 85, 29, 85, 0, 0, 0.0, 0.0
60, 6, 18, 380, 18, 381, 0, -1, -1.5707963267948966, 1.0
60, 7, 81, 84, 82, 84, -1, 0, 3.141592653589793, 1.0
60, 8, 18, 89, 18, 90, 0, -1, -1.5707963267948966, 1.0
60, 9, 245, 382, 245, 382, 0, 0, 0.0, 0.0
60, 10, 20, 339, 21, 341, -1, -2, -2.0344439357957027, 2.23606797749979
85, 0, 85, 387, 85, 387, 0, 0, 0.0, 0.0
85, 1, 281, 395, 282, 395, -1, 0, 3.141592653589793, 1.0
85, 2, 314, 388, 314, 388, 0, 0, 0.0, 0.0
85, 3, 186, 394, 186, 394, 0, 0, 0.0, 0.0
120, 0, 261, 87, 261, 88, 0, -1, -1.5707963267948966, 1.0
120, 1, 109, 371, 109, 371, 0, 0, 0.0, 0.0
120, 2, 28, 86, 29, 86, -1, 0, 3.141592653589793, 1.0
120, 3, 131, 299, 130, 301, 1, -2, -1.1071487177940904, 2.23606797749979
120, 4, 412, 92, 413, 92, -1, 0, 3.141592653589793, 1.0
120, 5, 557, 388, 557, 389, 0, -1, -1.5707963267948966, 1.0
120, 6, 213, 84, 213, 85, 0, -1, -1.5707963267948966, 1.0
120, 7, 117, 391, 117, 392, 0, -1, -1.5707963267948966, 1.0
120, 8, 404, 392, 405, 392, -1, 0, 3.141592653589793, 1.0
120, 9, 182, 91, 182, 91, 0, 0, 0.0, 0.0
120, 10, 273, 381, 274, 381, -1, 0, 3.141592653589793, 1.0
120, 11, 69, 84, 69, 84, 0, 0, 0.0, 0.0
120, 12, 21, 380, 21, 381, 0, -1, -1.5707963267948966, 1.0
120, 13, 81, 84, 82, 84, -1, 0, 3.141592653589793, 1.0
120, 14, 276, 90, 277, 90, -1, 0, 3.141592653589793, 1.0
120, 15, 202, 91, 202, 91, 0, 0, 0.0, 0.0
120, 16, 327, 340, 325, 340, 2, 0, 0.0, 2.0
120, 17, 268, 370, 269, 370, -1, 0, 3.141592653589793, 1.0
120, 18, 600, 339, 602, 340, -2, -1, -2.677945044588987, 2.23606797749979
120, 19, 20, 339, 21, 341, -1, -2, -2.0344439357957027, 2.23606797749979
120, 20, 117, 93, 117, 94, 0, -1, -1.5707963267948966, 1.0
120, 21, 26, 107, 26, 106, 0, 1, 1.5707963267948966, 1.0
121, 0, 116, 391, 117, 391, -1, 0, 3.141592653589793, 1.0
135, 0, 21, 381, 21, 381, 0, 0, 0.0, 0.0
145, 0, 405, 391, 405, 391, 0, 0, 0.0, 0.0
145, 1, 181, 91, 181, 91, 0, 0, 0.0, 0.0
145, 2, 136, 189, 138, 189, -2, 0, 3.141592653589793, 2.0
145, 3, 127, 189, 125, 189, 2, 0, 0.0, 2.0
145, 4, 314, 388, 314, 388, 0, 0, 0.0, 0.0
145, 5, 188, 92, 189, 92, -1, 0, 3.141592653589793, 1.0
145, 6, 173, 143, 173, 144, 0, -1, -1.5707963267948966, 1.0
145, 7, 258, 386, 258, 387, 0, -1, -1.5707963267948966, 1.0
145, 8, 186, 394, 186, 394, 0, 0, 0.0, 0.0
145, 9, 231, 140, 229, 140, 2, 0, 0.0, 2.0
150, 0, 13, 89, 13, 90, 0, -1, -1.5707963267948966, 1.0
155, 0, 43, 291, 45, 293, -2, -2, -2.356194490192345, 2.8284271247461903
155, 1, 39, 290, 37, 290, 2, 0, 0.0, 2.0
155, 2, 13, 215, 13, 213, 0, 2, 1.5707963267948966, 2.0
155, 3, 61, 91, 61, 91, 0, 0, 0.0, 0.0
156, 0, 41, 292, 43, 291, -2, 1, 2.677945044588987, 2.23606797749979
156, 1, 37, 290, 39, 290, -2, 0, 3.141592653589793, 2.0
160, 0, 57, 108, 58, 108, -1, 0, 3.141592653589793, 1.0
160, 1, 43, 291, 45, 293, -2, -2, -2.356194490192345, 2.8284271247461903
160, 2, 39, 290, 37, 290, 2, 0, 0.0, 2.0
160, 3, 19, 275, 18, 277, 1, -2, -1.1071487177940904, 2.23606797749979
160, 4, 13, 231, 13, 229, 0, 2, 1.5707963267948966, 2.0
161, 0, 19, 273, 19, 275, 0, -2, -1.5707963267948966, 2.0
161, 1, 15, 231, 13, 231, 2, 0, 0.0, 2.0
162, 0, 21, 273, 19, 273, 2, 0, 0.0, 2.0
165, 0, 140, 391, 138, 392, 2, -1, -0.4636476090008061, 2.23606797749979
