frame,i,x1,y1,x2,y2,x,y,angle,size
11, 4, 99, 298, 102, 296, -3, 2, 2.5535900500422257, 3.605551275463989
12, 1, 75, 142, 77, 141, -2, 1, 2.677945044588987, 2.23606797749979
12, 3, 98, 296, 99, 298, -1, -2, -2.0344439357957027, 2.23606797749979
13, 2, 97, 294, 98, 296, -1, -2, -2.0344439357957027, 2.23606797749979
14, 2, 96, 292, 97, 294, -1, -2, -2.0344439357957027, 2.23606797749979
15, 5, 98, 292, 99, 294, -1, -2, -2.0344439357957027, 2.23606797749979
15, 10, 89, 146, 88, 147, 1, -1, -0.7853981633974483, 1.4142135623730951
16, 4, 96, 290, 98, 292, -2, -2, -2.356194490192345, 2.8284271247461903
16, 29, 89, 140, 88, 139, 1, 1, 0.7853981633974483, 1.4142135623730951
17, 4, 95, 288, 96, 290, -1, -2, -2.0344439357957027, 2.23606797749979
17, 16, 187, 387, 188, 386, -1, 1, 2.356194490192345, 1.4142135623730951
17, 25, 88, 141, 89, 140, -1, 1, 2.356194490192345, 1.4142135623730951
18, 3, 94, 285, 95, 288, -1, -3, -1.892546881191539, 3.1622776601683795
18, 7, 88, 146, 89, 145, -1, 1, 2.356194490192345, 1.4142135623730951
20, 17, 98, 289, 97, 290, 1, -1, -0.7853981633974483, 1.4142135623730951
20, 31, 101, 299, 101, 301, 0, -2, -1.5707963267948966, 2.0
21, 12, 99, 290, 98, 289, 1, 1, 0.7853981633974483, 1.4142135623730951
21, 23, 104, 299, 101, 299, 3, 0, 0.0, 3.0
22, 9, 101, 292, 99, 290, 2, 2, 0.7853981633974483, 2.8284271247461903
22, 19, 105, 298, 104, 299, 1, -1, -0.7853981633974483, 1.4142135623730951
23, 9, 102, 293, 101, 292, 1, 1, 0.7853981633974483, 1.4142135623730951
24, 8, 103, 295, 102, 293, 1, 2, 1.1071487177940904, 2.23606797749979
25, 9, 101, 296, 100, 295, 1, 1, 0.7853981633974483, 1.4142135623730951
25, 35, 135, 186, 134, 187, 1, -1, -0.7853981633974483, 1.4142135623730951
25, 37, 142, 184, 145, 185, -3, -1, -2.819842099193151, 3.1622776601683795
26, 8, 103, 296, 101, 296, 2, 0, 0.0, 2.0
26, 30, 134, 184, 135, 186, -1, -2, -2.0344439357957027, 2.23606797749979
26, 32, 140, 183, 142, 184, -2, -1, -2.677945044588987, 2.23606797749979
27, 7, 106, 298, 103, 296, 3, 2, 0.5880026035475675, 3.605551275463989
27, 23, 133, 181, 134, 184, -1, -3, -1.892546881191539, 3.1622776601683795
28, 7, 107, 301, 106, 298, 1, 3, 1.2490457723982544, 3.1622776601683795
28, 18, 133, 178, 133, 181, 0, -3, -1.5707963267948966, 3.0
29, 6, 106, 302, 107, 301, -1, 1, 2.356194490192345, 1.4142135623730951
29, 14, 131, 177, 133, 178, -2, -1, -2.677945044588987, 2.23606797749979
30, 13, 103, 301, 104, 300, -1, 1, 2.356194490192345, 1.4142135623730951
31, 11, 102, 302, 103, 301, -1, 1, 2.356194490192345, 1.4142135623730951
40, 47, 140, 328, 143, 330, -3, -2, -2.5535900500422257, 3.605551275463989
41, 40, 137, 329, 140, 328, -3, 1, 2.819842099193151, 3.1622776601683795
