,Unnamed: 0,x1,y1,x,y,angle,size
2,2,61,19,-57,-111,-2.0451962095868037,124.77980605851252
6,6,145,19,-97,-156,-2.1316971340472683,184.22811946062959
7,7,166,19,-72,-97,-2.20933058901468,120.80149005703531
8,8,187,19,-181,-256,-2.1888252390774583,314.1018942954658
9,9,208,19,-205,-238,-2.281839721287049,314.1162205299179
10,10,229,19,-133,-163,-2.258859944832848,211.00947846009197
11,11,250,19,-326,-333,-2.3471038315272854,466.70975991508897
12,12,271,19,-335,-335,-2.3547041783299654,474.4691770810828
13,13,292,19,-128,-141,-2.304389033401344,191.17531221368517
14,14,313,19,-149,-152,-2.349572070449677,213.55093069335945
15,15,334,19,-68,-63,-2.394343911063328,92.69843580125828
16,16,40,40,-90,-238,-1.9323268796625657,254.4484230644788
17,17,61,40,-71,-151,-2.010319930355104,166.85922210054795
18,18,82,40,-84,-158,-2.059438729414623,178.94133116750862
22,22,166,40,-50,-61,-2.2574178981246824,78.87331614684399
23,23,187,40,-105,-132,-2.2427594983851287,168.66831356244714
24,24,208,40,-130,-158,-2.2630392868981124,205.24375751773792
25,25,229,40,-175,-207,-2.2726199827677585,271.06087877080313
26,26,250,40,-154,-157,-2.346548487124668,219.92044015961773
27,27,271,40,-280,-282,-2.3544182931259603,398.1017457886865
28,28,292,40,-307,-305,-2.3594624524150194,432.751660886472
29,29,313,40,-181,-174,-2.373046827233688,251.7657641539056
30,30,334,40,-145,-155,-2.3196658955371268,212.9812198293549
31,31,355,40,-41,-37,-2.39415093538066,55.90169943749475
32,32,40,61,-42,-101,-1.9614033704925835,110.30865786510141
33,33,61,61,-71,-155,-2.000336433044763,170.48753620133056
34,34,82,61,-49,-58,-2.263865155460746,76.69419795525604
36,36,124,61,-131,-228,-2.0923009272344553,262.9543686649834
38,38,166,61,-65,-93,-2.1808002696489224,113.46365056704285
39,39,187,61,-21,-3,-2.999695598985629,21.213203435596427
40,40,208,61,-64,-69,-2.3114482587377294,94.847245611035
41,41,229,61,-129,-178,-2.197920373966397,219.8294793698061
42,42,250,61,-115,-132,-2.2917676507667912,175.72706109191037
43,43,271,61,-125,-120,-2.3805798993650638,174.0
44,44,292,61,-253,-283,-2.3022431729849,380.26964117583725
45,45,313,61,-240,-287,-2.267245758063438,374.12431089144684
46,46,334,61,-149,-168,-2.296329200476222,224.5551157288562
47,47,355,61,-148,-170,-2.2904586191914658,226.0553029681012
48,48,376,61,-63,-68,-2.3180450693213626,92.69843580125828
50,50,61,82,-54,-122,-1.9943316838274745,133.82451195502264
51,51,82,82,-36,-95,-1.933023204501668,101.59232254457028
52,52,103,82,-112,-192,-2.0966127145429643,223.14345161801185
53,53,124,82,-142,-263,-2.0642858204628123,299.76657585528113
55,55,166,82,-116,-188,-2.121269625973912,221.75887806354
56,56,187,82,-19,-21,-2.3318090810196264,29.0
57,57,208,82,-30,-21,-2.5308666892005847,36.61966684720111
58,58,229,82,-85,-93,-2.317108261555896,126.66885963013956
59,59,250,82,-150,-151,-2.3561944901923453,213.54624791833731
60,60,271,82,-82,-104,-2.2338144766195462,133.22537295875736
61,61,292,82,-101,-120,-2.2752903910371143,157.49285698088025
62,62,313,82,-207,-196,-2.3858887297992544,285.79713084634
63,63,334,82,-253,-272,-2.321987306421001,372.1558813185679
64,64,355,82,-176,-178,-2.3477439871257033,251.03187048659774
65,65,376,82,-143,-180,-2.2394439117992766,230.67292862405853
66,66,397,82,-65,-75,-2.278338000649376,100.00499987500623
67,67,61,103,-79,-207,-1.9353778138602664,221.56263222845138
68,68,82,103,-35,-85,-1.9714207136642188,92.30926280715279
71,71,145,103,-81,-118,-2.1781015519611477,143.69411957348845
72,72,166,103,-155,-260,-2.1112158270654806,303.20949853195566
73,73,187,103,-31,-51,-2.1083829734536432,60.53924347066124
74,74,208,103,-6,-3,-2.677945044588987,6.708203932499369
76,76,250,103,-115,-140,-2.2549790485248784,181.95054273071017
77,77,271,103,-104,-147,-2.18652679899476,180.06943105369106
78,78,292,103,-88,-118,-2.207540781652396,148.0033783398203
