frame,i,x1,y1,x2,y2,x,y,angle,size
8, 5, 62, 305, 61, 306, 1, -1, -0.7853981633974483, 1.4142135623730951
25, 15, 6, 187, 8, 188, -2, -1, -2.677945044588987, 2.23606797749979
26, 14, 3, 186, 6, 187, -3, -1, -2.819842099193151, 3.1622776601683795
28, 13, 2, 187, 3, 186, -1, 1, 2.356194490192345, 1.4142135623730951
40, 6, 37, 356, 38, 355, -1, 1, 2.356194490192345, 1.4142135623730951
74, 0, 62, 161, 59, 162, 3, -1, -0.3217505543966422, 3.1622776601683795
74, 1, 64, 358, 69, 361, -5, -3, -2.601173153319209, 5.830951894845301
74, 2, 24, 302, 25, 301, -1, 1, 2.356194490192345, 1.4142135623730951
74, 3, 34, 110, 34, 113, 0, -3, -1.5707963267948966, 3.0
74, 4, 35, 200, 41, 201, -6, -1, -2.976443976175166, 6.082762530298219
74, 5, 10, 75, 11, 77, -1, -2, -2.0344439357957027, 2.23606797749979
74, 6, 6, 327, 7, 331, -1, -4, -1.8157749899217608, 4.123105625617661
74, 7, 88, 229, 85, 234, 3, -5, -1.0303768265243125, 5.830951894845301
74, 8, 1, 139, 4, 141, -3, -2, -2.5535900500422257, 3.605551275463989
74, 9, 69, 227, 71, 228, -2, -1, -2.677945044588987, 2.23606797749979
74, 10, 18, 358, 20, 359, -2, -1, -2.677945044588987, 2.23606797749979
74, 11, 46, 383, 48, 384, -2, -1, -2.677945044588987, 2.23606797749979
74, 13, 31, 177, 28, 175, 3, 2, 0.5880026035475675, 3.605551275463989
74, 14, 27, 87, 26, 86, 1, 1, 0.7853981633974483, 1.4142135623730951
75, 0, 71, 362, 68, 360, 3, 2, 0.5880026035475675, 3.605551275463989
75, 1, 52, 284, 56, 283, -4, 1, 2.896613990462929, 4.123105625617661
75, 3, 32, 116, 34, 115, -2, 1, 2.677945044588987, 2.23606797749979
75, 4, 46, 387, 45, 386, 1, 1, 0.7853981633974483, 1.4142135623730951
75, 5, 54, 329, 52, 327, 2, 2, 0.7853981633974483, 2.8284271247461903
75, 6, 87, 235, 87, 232, 0, 3, 1.5707963267948966, 3.0
75, 7, 47, 256, 47, 254, 0, 2, 1.5707963267948966, 2.0
75, 8, 70, 315, 65, 313, 5, 2, 0.3805063771123649, 5.385164807134504
75, 9, 32, 241, 31, 239, 1, 2, 1.1071487177940904, 2.23606797749979
75, 11, 9, 213, 4, 216, 5, -3, -0.5404195002705842, 5.830951894845301
75, 12, 22, 304, 25, 303, -3, 1, 2.819842099193151, 3.1622776601683795
75, 13, 71, 165, 72, 163, -1, 2, 2.0344439357957027, 2.23606797749979
75, 14, 55, 87, 53, 87, 2, 0, 0.0, 2.0
75, 15, 43, 202, 38, 203, 5, -1, -0.19739555984988075, 5.0990195135927845
75, 17, 33, 355, 35, 353, -2, 2, 2.356194490192345, 2.8284271247461903
75, 19, 18, 109, 20, 109, -2, 0, 3.141592653589793, 2.0
75, 20, 39, 124, 40, 120, -1, 4, 1.8157749899217608, 4.123105625617661
75, 21, 3, 186, 7, 186, -4, 0, 3.141592653589793, 4.0
75, 22, 22, 399, 23, 397, -1, 2, 2.0344439357957027, 2.23606797749979
76, 0, 72, 359, 71, 362, 1, -3, -1.2490457723982544, 3.1622776601683795
76, 7, 73, 317, 70, 315, 3, 2, 0.5880026035475675, 3.605551275463989
77, 3, 49, 384, 46, 386, 3, -2, -0.5880026035475675, 3.605551275463989
77, 11, 72, 162, 71, 165, 1, -3, -1.2490457723982544, 3.1622776601683795
77, 15, 36, 121, 39, 124, -3, -3, -2.356194490192345, 4.242640687119285
78, 1, 13, 74, 11, 74, 2, 0, 0.0, 2.0
78, 5, 49, 254, 48, 255, 1, -1, -0.7853981633974483, 1.4142135623730951
78, 7, 30, 240, 32, 239, -2, 1, 2.677945044588987, 2.23606797749979
80, 3, 76, 313, 75, 314, 1, -1, -0.7853981633974483, 1.4142135623730951
80, 9, 55, 284, 54, 285, 1, -1, -0.7853981633974483, 1.4142135623730951
80, 16, 23, 357, 22, 358, 1, -1, -0.7853981633974483, 1.4142135623730951
80, 17, 4, 190, 6, 190, -2, 0, 3.141592653589793, 2.0
80, 18, 72, 166, 71, 167, 1, -1, -0.7853981633974483, 1.4142135623730951
80, 19, 10, 365, 12, 365, -2, 0, 3.141592653589793, 2.0
80, 21, 86, 228, 83, 230, 3, -2, -0.5880026035475675, 3.605551275463989
80, 29, 8, 327, 10, 327, -2, 0, 3.141592653589793, 2.0
80, 30, 25, 298, 23, 300, 2, -2, -0.7853981633974483, 2.8284271247461903
81, 3, 77, 312, 76, 313, 1, -1, -0.7853981633974483, 1.4142135623730951
81, 5, 49, 280, 47, 280, 2, 0, 0.0, 2.0
