frame,i,x1,y1,x2,y2,x,y,angle,size
75, 0, 19, 77, 18, 78, 1, -1, -0.7853981633974483, 1.4142135623730951
75, 9, 15, 40, 16, 42, -1, -2, -2.0344439357957027, 2.23606797749979
78, 1, 10, 61, 9, 62, 1, -1, -0.7853981633974483, 1.4142135623730951
82, 5, 9, 87, 8, 88, 1, -1, -0.7853981633974483, 1.4142135623730951
84, 3, 23, 54, 21, 54, 2, 0, 0.0, 2.0
84, 4, 10, 85, 9, 86, 1, -1, -0.7853981633974483, 1.4142135623730951
89, 6, 5, 88, 4, 89, 1, -1, -0.7853981633974483, 1.4142135623730951
94, 0, 23, 74, 21, 74, 2, 0, 0.0, 2.0
99, 3, 7, 46, 6, 47, 1, -1, -0.7853981633974483, 1.4142135623730951
104, 3, 8, 48, 7, 49, 1, -1, -0.7853981633974483, 1.4142135623730951
107, 0, 23, 77, 22, 78, 1, -1, -0.7853981633974483, 1.4142135623730951
111, 7, 15, 86, 14, 87, 1, -1, -0.7853981633974483, 1.4142135623730951
112, 5, 28, 50, 27, 51, 1, -1, -0.7853981633974483, 1.4142135623730951
113, 5, 28, 48, 28, 50, 0, -2, -1.5707963267948966, 2.0
115, 4, 16, 27, 15, 28, 1, -1, -0.7853981633974483, 1.4142135623730951
118, 6, 14, 16, 12, 16, 2, 0, 0.0, 2.0
120, 3, 4, 40, 6, 40, -2, 0, 3.141592653589793, 2.0
120, 11, 3, 92, 4, 94, -1, -2, -2.0344439357957027, 2.23606797749979
125, 6, 3, 46, 2, 47, 1, -1, -0.7853981633974483, 1.4142135623730951
127, 9, 18, 31, 19, 30, -1, 1, 2.356194490192345, 1.4142135623730951
127, 11, 5, 77, 4, 78, 1, -1, -0.7853981633974483, 1.4142135623730951
130, 8, 11, 45, 10, 46, 1, -1, -0.7853981633974483, 1.4142135623730951
130, 16, 0, 29, 1, 31, -1, -2, -2.0344439357957027, 2.23606797749979
132, 7, 21, 86, 22, 85, -1, 1, 2.356194490192345, 1.4142135623730951
132, 13, 4, 94, 3, 95, 1, -1, -0.7853981633974483, 1.4142135623730951
132, 14, 4, 84, 6, 83, -2, 1, 2.677945044588987, 2.23606797749979
134, 5, 22, 84, 21, 85, 1, -1, -0.7853981633974483, 1.4142135623730951
138, 2, 15, 44, 14, 45, 1, -1, -0.7853981633974483, 1.4142135623730951
139, 0, 34, 44, 33, 46, 1, -2, -1.1071487177940904, 2.23606797749979
139, 2, 16, 43, 15, 44, 1, -1, -0.7853981633974483, 1.4142135623730951
139, 7, 21, 87, 20, 88, 1, -1, -0.7853981633974483, 1.4142135623730951
139, 8, 7, 17, 6, 18, 1, -1, -0.7853981633974483, 1.4142135623730951
143, 9, 8, 95, 7, 96, 1, -1, -0.7853981633974483, 1.4142135623730951
144, 3, 36, 44, 35, 45, 1, -1, -0.7853981633974483, 1.4142135623730951
144, 6, 7, 75, 4, 75, 3, 0, 0.0, 3.0
145, 5, 13, 37, 12, 38, 1, -1, -0.7853981633974483, 1.4142135623730951
145, 7, 8, 45, 7, 46, 1, -1, -0.7853981633974483, 1.4142135623730951
148, 4, 37, 45, 36, 46, 1, -1, -0.7853981633974483, 1.4142135623730951
148, 7, 0, 48, 2, 50, -2, -2, -2.356194490192345, 2.8284271247461903
149, 1, 24, 77, 26, 76, -2, 1, 2.677945044588987, 2.23606797749979
149, 8, 25, 33, 24, 34, 1, -1, -0.7853981633974483, 1.4142135623730951
150, 19, 13, 74, 12, 75, 1, -1, -0.7853981633974483, 1.4142135623730951
153, 0, 4, 39, 3, 40, 1, -1, -0.7853981633974483, 1.4142135623730951
156, 5, 31, 74, 29, 75, 2, -1, -0.4636476090008061, 2.23606797749979
156, 14, 21, 92, 20, 93, 1, -1, -0.7853981633974483, 1.4142135623730951
160, 6, 29, 88, 28, 89, 1, -1, -0.7853981633974483, 1.4142135623730951
160, 19, 24, 67, 23, 68, 1, -1, -0.7853981633974483, 1.4142135623730951
161, 7, 41, 43, 40, 44, 1, -1, -0.7853981633974483, 1.4142135623730951
162, 9, 10, 76, 9, 77, 1, -1, -0.7853981633974483, 1.4142135623730951
163, 9, 12, 76, 10, 76, 2, 0, 0.0, 2.0
165, 14, 15, 30, 14, 31, 1, -1, -0.7853981633974483, 1.4142135623730951
165, 15, 13, 97, 12, 98, 1, -1, -0.7853981633974483, 1.4142135623730951
166, 6, 23, 42, 22, 43, 1, -1, -0.7853981633974483, 1.4142135623730951
167, 7, 7, 49, 6, 50, 1, -1, -0.7853981633974483, 1.4142135623730951
168, 6, 23, 39, 23, 41, 0, -2, -1.5707963267948966, 2.0
168, 7, 9, 48, 7, 49, 2, -1, -0.4636476090008061, 2.23606797749979
171, 13, 6, 98, 5, 99, 1, -1, -0.7853981633974483, 1.4142135623730951
171, 14, 26, 43, 25, 44, 1, -1, -0.7853981633974483, 1.4142135623730951
174, 13, 27, 39, 27, 42, 0, -3, -1.5707963267948966, 3.0
175, 11, 32, 37, 31, 38, 1, -1, -0.7853981633974483, 1.4142135623730951
178, 7, 5, 76, 4, 77, 1, -1, -0.7853981633974483, 1.4142135623730951
180, 17, 19, 27, 17, 29, 2, -2, -0.7853981633974483, 2.8284271247461903
180, 20, 47, 29, 46, 30, 1, -1, -0.7853981633974483, 1.4142135623730951
181, 5, 46, 39, 45, 40, 1, -1, -0.7853981633974483, 1.4142135623730951
182, 0, 12, 49, 11, 50, 1, -1, -0.7853981633974483, 1.4142135623730951
182, 16, 20, 26, 19, 27, 1, -1, -0.7853981633974483, 1.4142135623730951
184, 5, 27, 40, 26, 41, 1, -1, -0.7853981633974483, 1.4142135623730951
184, 18, 26, 68, 27, 67, -1, 1, 2.356194490192345, 1.4142135623730951
184, 19, 26, 29, 25, 30, 1, -1, -0.7853981633974483, 1.4142135623730951
186, 7, 27, 82, 26, 83, 1, -1, -0.7853981633974483, 1.4142135623730951
189, 2, 14, 38, 13, 39, 1, -1, -0.7853981633974483, 1.4142135623730951
192, 4, 18, 79, 17, 80, 1, -1, -0.7853981633974483, 1.4142135623730951
192, 8, 48, 36, 48, 38, 0, -2, -1.5707963267948966, 2.0
193, 7, 49, 35, 48, 36, 1, -1, -0.7853981633974483, 1.4142135623730951
200, 17, 42, 34, 40, 33, 2, 1, 0.4636476090008061, 2.23606797749979
202, 17, 15, 16, 14, 17, 1, -1, -0.7853981633974483, 1.4142135623730951
204, 13, 16, 15, 15, 16, 1, -1, -0.7853981633974483, 1.4142135623730951
204, 14, 39, 89, 38, 90, 1, -1, -0.7853981633974483, 1.4142135623730951
206, 5, 51, 36, 51, 38, 0, -2, -1.5707963267948966, 2.0
207, 15, 41, 16, 40, 17, 1, -1, -0.7853981633974483, 1.4142135623730951
209, 5, 51, 31, 51, 34, 0, -3, -1.5707963267948966, 3.0
216, 12, 46, 90, 45, 91, 1, -1, -0.7853981633974483, 1.4142135623730951
216, 23, 29, 39, 28, 40, 1, -1, -0.7853981633974483, 1.4142135623730951
219, 2, 18, 43, 18, 45, 0, -2, -1.5707963267948966, 2.0
221, 18, 14, 89, 13, 90, 1, -1, -0.7853981633974483, 1.4142135623730951
222, 10, 17, 99, 16, 100, 1, -1, -0.7853981633974483, 1.4142135623730951
