,Unnamed: 0,x1,y1,x,y,angle,size
6,6,19,103,211,-124,-0.5313097312559983,244.73863609981976
7,7,40,103,269,-143,-0.4886057147964313,304.64733709651887
8,8,61,103,252,-125,-0.4604679694778748,281.298773548695
9,9,82,103,246,-125,-0.4717119503075731,277.2814454665151
10,10,103,103,218,-120,-0.5031953235893651,248.8453334905037
11,11,124,103,259,-142,-0.5044721151587397,295.85469406450187
12,12,145,103,236,-133,-0.5131938035919313,270.89665926326956
13,13,166,103,226,-136,-0.5417198896546271,263.7650469641495
14,14,187,103,226,-131,-0.525318875351304,261.2221276997797
15,15,208,103,220,-125,-0.5201245875154694,253.527118865024
16,16,229,103,248,-129,-0.4796462438771497,279.54427198567316
17,17,250,103,237,-138,-0.5272870470142864,274.24988605284784
18,18,271,103,230,-103,-0.4210446283062471,252.00992043965252
19,19,292,103,234,-122,-0.4805951388072111,263.89391808073185
20,20,313,103,261,-154,-0.5330625305719574,303.0462010981164
21,21,334,103,267,-145,-0.4975080056015155,303.8321905262838
22,22,355,103,291,-175,-0.5414296009371486,339.56737181301736
23,23,376,103,273,-159,-0.5273909215334932,315.92720680561837
24,24,397,103,241,-131,-0.4978919656508,274.3027524469997
25,25,418,103,231,-139,-0.5416917642151746,269.59599403551977
26,26,439,103,253,-148,-0.5293023456481459,293.1091946698363
27,27,460,103,263,-148,-0.5154530657918073,302.2747094945258
28,28,481,103,237,-131,-0.5049464273704123,270.79512551004314
29,29,502,103,261,-147,-0.5129350139936566,299.5496619927988
30,30,523,103,269,-158,-0.5310739779630943,311.96954979612997
31,31,544,103,285,-157,-0.5035164301610137,325.38285142275095
32,32,565,103,266,-153,-0.5219755327268123,306.86316168611705
33,33,586,103,283,-163,-0.5225642551310317,326.5853640321318
34,34,607,103,266,-154,-0.5276068309715496,307.8652302550582
35,35,628,103,212,-148,-0.6072515627031952,259.37039152532424
36,36,19,124,211,-103,-0.4541240874071933,234.7977853387889
37,37,40,124,236,-108,-0.4275807816846266,260.44769148525774
38,38,61,124,218,-106,-0.4525779504706992,242.404620418011
39,39,82,124,216,-107,-0.45993705089104,241.04978738841484
40,40,103,124,206,-87,-0.3996070439396113,223.61797781037197
41,41,124,124,253,-117,-0.4331594667343966,278.7436097922247
42,42,145,124,187,-106,-0.5133990510833194,215.8240023723033
43,43,166,124,209,-113,-0.4973427163468224,238.9476930208785
44,44,187,124,187,-96,-0.4742855055763476,210.20228352708256
45,45,208,124,186,-101,-0.49746135438162,211.6530179326532
46,46,229,124,175,-98,-0.5148278190653334,201.06217943710843
47,47,250,124,131,-72,-0.5025501277006137,149.4824404403407
48,48,271,124,164,-90,-0.5019064430519933,187.0721785835617
49,49,292,124,102,-74,-0.6276294258014944,126.01587201618692
50,50,313,124,97,-55,-0.5114199986658374,112.37882362794157
51,51,334,124,136,-85,-0.5585993153435624,160.37767924496225
52,52,355,124,123,-69,-0.5112307122777895,141.0319112825179
53,53,376,124,111,-76,-0.6064809929193543,135.09256086106294
54,54,397,124,127,-73,-0.5216863289351822,146.48549416239138
55,55,418,124,122,-72,-0.53315570550763,141.66156853571826
56,56,439,124,125,-82,-0.5824879535685713,150.88074761214563
57,57,460,124,156,-94,-0.5423027372156047,182.1318203939114
58,58,481,124,140,-79,-0.5137449322017106,160.75136080294936
59,59,502,124,124,-81,-0.5786395812838293,148.11144452742334
60,60,523,124,139,-82,-0.5329807426890147,161.38463371709216
61,61,544,124,161,-107,-0.5837169155006312,194.14685163555959
62,62,565,124,121,-82,-0.595592590623785,146.1677118928801
63,63,586,124,167,-115,-0.6030493475114829,202.76587484091104
64,64,607,124,168,-103,-0.5499927500169209,197.06090429103386
65,65,628,124,127,-97,-0.6522618358458007,159.80613254815975
66,66,19,145,272,-111,-0.3874594888264185,293.7771264070775
67,67,40,145,292,-122,-0.39576340913572106,316.4616880445404
68,68,61,145,293,-137,-0.4373742646427866,323.44705903748763
69,69,82,145,294,-142,-0.4527041334353291,326.93271479006194
70,70,103,145,254,-118,-0.4349015359871267,280.07141946296485
71,71,124,145,237,-114,-0.4483426816766143,262.9923953273174
72,72,145,145,290,-141,-0.4525523638985378,322.46085033690525
73,73,166,145,276,-144,-0.4808872801953358,311.3069225057484
74,74,187,145,257,-131,-0.4744830982365018,288.9169430822637
75,75,208,145,227,-126,-0.5100857994643437,260.1115145471265
76,76,229,145,237,-119,-0.4653339480431109,265.1980392084376
77,77,250,145,250,-123,-0.4572271514778272,278.6198126479881
78,78,271,145,245,-132,-0.492485765871925,279.1773629791642
79,79,292,145,268,-115,-0.4071329300003629,292.9453874018159
80,80,313,145,267,-121,-0.4254981881298235,293.1381926668717
81,81,334,145,300,-147,-0.4556156532112245,334.0793318958837
82,82,355,145,289,-147,-0.47328918350781,324.6921619010844
83,83,376,145,298,-142,-0.4446796943963796,330.1030142243479
84,84,397,145,268,-121,-0.4271896066146086,294.46222168556704
85,85,418,145,276,-134,-0.4519863300373849,306.8093870793396
86,86,439,145,309,-139,-0.4241944079037666,340.14702703389895
87,87,460,145,254,-136,-0.4915906445236458,288.1180313690901
88,88,481,145,295,-134,-0.4263720652907964,324.00771595750615
89,89,502,145,311,-160,-0.4751560523047573,349.74419223197975
90,90,523,145,282,-146,-0.4777311848236663,317.5531451584128
91,91,544,145,236,-129,-0.4984594104666788,269.8332818612263
92,92,565,145,241,-126,-0.4849908371814796,272.4151243965724
93,93,586,145,249,-132,-0.4889186893193586,283.1766233289746
94,94,607,145,282,-152,-0.4943642018753546,320.35605191723783
95,95,628,145,215,-138,-0.56852454773104,256.3201123595259
96,96,19,166,140,-76,-0.4973427163468224,159.29846201391902
97,97,40,166,169,-97,-0.5185124007698844,195.7268504830137
98,98,61,166,158,-74,-0.43801220047912864,174.4706279005151
99,99,82,166,148,-82,-0.5059503992710761,169.19810873647498
100,100,103,166,180,-96,-0.4899573262537283,204.0
101,101,124,166,158,-98,-0.5551785761206046,185.9247159470736
102,102,145,166,158,-93,-0.5320006159243219,183.33848477611028
103,103,166,166,142,-82,-0.5236846609962432,163.9756079421571
104,104,187,166,132,-74,-0.5109495764966103,151.32745950421557
105,105,208,166,144,-79,-0.5017762601457444,164.24676556937123
106,106,229,166,144,-62,-0.4065668265945415,156.7801007781281
107,107,250,166,140,-66,-0.4405303406165131,154.77725931156684
108,108,271,166,157,-70,-0.4194056639381379,171.89822570346675
109,109,292,166,173,-86,-0.4613327983205209,193.19679086361657
110,110,313,166,212,-110,-0.478627761768176,238.83885781003056
111,111,334,166,197,-92,-0.4369050147661019,217.4235497824465
112,112,355,166,207,-105,-0.4694278914444679,232.1077336066164
113,113,376,166,271,-131,-0.4502754491945189,301.00166112498454
114,114,397,166,298,-134,-0.422574830410352,326.74148802991033
115,115,418,166,273,-137,-0.465111736797941,305.447213115458
116,116,439,166,264,-121,-0.4297622790966885,290.4083332137699
117,117,460,166,290,-151,-0.4800620033253985,326.95718374123544
118,118,481,166,245,-114,-0.4355093422598921,270.22398117117586
119,119,502,166,273,-144,-0.4838760633257668,309.53513532392407
120,120,523,166,271,-120,-0.41549209594089065,297.29446681699267
121,121,544,166,268,-121,-0.42409442790010055,294.0493155917898
122,122,565,166,282,-137,-0.4551008085681946,313.95541084682714
123,123,586,166,307,-145,-0.44125346132777016,339.5202497642813
124,124,607,166,291,-138,-0.4414905707766982,322.96749062405644
125,125,628,166,238,-131,-0.5031657395410926,271.67075661542964
126,126,19,187,210,-106,-0.4655415461302261,236.12920192132103
127,127,40,187,255,-130,-0.4714599500609072,286.2254356272342
128,128,61,187,271,-131,-0.4502754491945189,301.00166112498454
129,129,82,187,274,-123,-0.4219430413081984,300.341472327749
130,130,103,187,231,-119,-0.4739388408697558,260.7393334347543
131,131,124,187,234,-123,-0.4839493878600246,264.35771220072246
132,132,145,187,228,-118,-0.4792442644967802,258.0736329034797
133,133,166,187,203,-115,-0.5191461142465229,233.80547470065795
134,134,187,187,189,-89,-0.4400973598802873,208.90667772955464
135,135,208,187,197,-107,-0.4975667306799928,224.18296099391682
136,136,229,187,150,-81,-0.4951332634684042,170.47287174210447
137,137,250,187,140,-72,-0.4750107562650969,157.42934923323543
138,138,271,187,197,-94,-0.4452070765885826,218.27734651126764
139,139,292,187,203,-88,-0.4090460650573161,221.25324856372168
140,140,313,187,192,-104,-0.4964227534048819,218.3575050232989
141,141,334,187,188,-112,-0.5372847143007717,218.83326986543892
142,142,355,187,226,-117,-0.4777064366364761,254.48968544913564
143,143,376,187,217,-119,-0.5051400266769929,247.9697562203907
144,144,397,187,237,-127,-0.4901753812001197,269.76471229573366
145,145,418,187,259,-143,-0.5074262657703084,296.33933252270106
146,146,439,187,264,-130,-0.4606127169528298,294.71511668049874
147,147,460,187,273,-159,-0.5273909215334932,315.92720680561837
148,148,481,187,271,-144,-0.488423879113717,306.88271375233893
149,149,502,187,252,-151,-0.5380912157699328,294.63536787018626
150,150,523,187,287,-161,-0.5112307122777895,329.0744596592085
151,151,544,187,281,-144,-0.4735622982775041,315.74831749353785
152,152,565,187,329,-154,-0.4377913036415464,363.25886086921537
153,153,586,187,314,-143,-0.42734709002833454,345.02898428972605
154,154,607,187,345,-167,-0.4508128412309894,383.2936211313723
155,155,628,187,275,-156,-0.5144513130590278,317.0362755269498
156,156,19,208,314,-162,-0.4763051608348581,353.3270439691816
157,157,40,208,297,-147,-0.4595990481247778,331.38799012637736
158,158,61,208,325,-142,-0.4119261019516955,354.667449873822
159,159,82,208,298,-148,-0.4609594434329186,332.72811723688164
160,160,103,208,292,-139,-0.4442862665357561,323.39604202896487
161,161,124,208,289,-139,-0.4483071109442279,320.689881349568
162,162,145,208,226,-114,-0.4671811631986675,253.12447530809814
163,163,166,208,234,-109,-0.43429507448908855,259.04825805243314
164,164,187,208,235,-119,-0.4687409435643005,263.41222446955646
165,165,208,208,234,-119,-0.4704618135810951,262.52047539192057
166,166,229,208,200,-92,-0.43113874071878217,220.14540649307224
167,167,250,208,209,-92,-0.4146672080770789,228.3527972239447
168,168,271,208,229,-104,-0.4299126324258818,251.9245918920977
169,169,292,208,176,-98,-0.5080628242477171,201.44478151592807
170,170,313,208,195,-83,-0.4024134766130647,211.92923347193042
171,171,334,208,165,-84,-0.4708938589807033,185.15128949051368
172,172,355,208,193,-93,-0.4470171257191641,215.13948963405116
173,173,376,208,223,-111,-0.4618522787932725,249.09837414162303
174,174,397,208,175,-86,-0.4567669836410693,194.9897433200013
175,175,418,208,211,-122,-0.5277797240022377,244.23349483639626
176,176,439,208,220,-112,-0.4708938589807033,246.86838598735162
177,177,460,208,247,-124,-0.46526573056589904,276.3783638420345
178,178,481,208,265,-136,-0.4741577325020242,297.86070569982877
179,179,502,208,227,-118,-0.4793805764989652,255.83783926542216
180,180,523,208,292,-149,-0.4718329650707836,327.81854737034024
181,181,544,208,280,-136,-0.4521538622857756,311.2812233334995
182,182,565,208,265,-141,-0.4889775107726513,300.1766146787588
183,183,586,208,304,-145,-0.4450574533681752,336.8100354799423
184,184,607,208,241,-120,-0.4619864809605774,269.2229559305818
185,185,628,208,178,-109,-0.5494578736973083,208.72230355187247
186,186,19,229,282,-142,-0.4693052572628482,316.18507238641104
187,187,40,229,247,-120,-0.4522474514291617,274.6069918993324
188,188,61,229,268,-132,-0.4576596566168928,298.74403759740545
189,189,82,229,230,-115,-0.4653777110808212,258.4898450616581
190,190,103,229,247,-107,-0.4087942054995339,269.1802370160187
191,191,124,229,204,-114,-0.5095922648089258,233.69210512980538
192,192,145,229,244,-112,-0.4287780274460164,269.386339668514
193,193,166,229,171,-94,-0.5026186936438022,195.13328778042973
194,194,187,229,163,-82,-0.4660985844850519,182.4636950190366
195,195,208,229,133,-74,-0.5077366663988779,152.2005256232711
196,196,229,229,141,-68,-0.4493628664134095,156.54072952429985
197,197,250,229,153,-70,-0.4290869077450736,168.25278600962304
198,198,271,229,121,-55,-0.4266274931268761,132.9135057095403
199,199,292,229,125,-61,-0.4604424917708739,139.53135848260058
200,200,313,229,93,-37,-0.37865109167147737,100.08995953640905
201,201,334,229,120,-70,-0.5280744484263596,138.92443989449805
202,202,355,229,126,-63,-0.4636476090008061,140.87228258248675
