,Unnamed: 0,x1,y1,x,y,angle,size
276,276,19,292,282,-160,-0.5187641432948934,324.7229588433808
277,277,40,292,285,-152,-0.4899573262537283,323.0
278,278,61,292,278,-166,-0.5409483209510616,324.3038698504845
279,279,82,292,250,-154,-0.5549957273385867,294.15132160165456
280,280,103,292,254,-155,-0.5461665634337878,298.41246622753545
281,281,124,292,279,-156,-0.5098332286596837,319.6513725920788
282,282,145,292,279,-151,-0.4960762930884522,317.24123313339965
283,283,166,292,274,-138,-0.4665630526355812,306.78983033992506
284,284,187,292,277,-142,-0.4737047411722013,311.2764045024936
285,285,208,292,286,-117,-0.3913102784622111,309.38648968563575
286,286,229,292,288,-116,-0.3828987170459434,310.4834939252005
306,306,19,313,335,-173,-0.475481376103957,377.9219496139381
307,307,40,313,321,-164,-0.4747995630264205,360.9238146756182
308,308,61,313,339,-177,-0.4811896690582086,382.4264635194588
309,309,82,313,299,-154,-0.47561512273982504,336.3287082602376
311,311,124,313,299,-164,-0.5016869935602498,341.023459603588
312,312,145,313,292,-143,-0.4553947014651584,325.13535642867265
313,313,166,313,263,-135,-0.4742372282715461,295.6247621563525
314,314,187,313,266,-131,-0.4606355699168552,296.95117443781896
315,315,208,313,309,-156,-0.4675235585834932,346.1459229862458
