,Unnamed: 0,x1,y1,x,y,angle,size
177,177,61,250,22,8,0.34877100358390695,23.40939982143925
178,178,19,271,93,-8,-0.0964737751825869,93.43446901438463
179,179,40,271,71,-14,-0.1946855393839499,72.3671196055225
180,180,61,271,61,-1,-0.016391974308005267,61.008196170678566
181,181,82,271,62,16,0.2525542757780596,64.03124237432849
182,182,103,271,30,9,0.2914567944778671,31.320919526731647
183,183,19,292,123,-29,-0.23923159996366056,126.60568707605516
184,184,40,292,120,-29,-0.23712027872466285,123.45444503945576
185,185,61,292,175,-9,-0.05138330213860536,175.231275747225
186,186,82,292,135,-17,-0.12526657132252192,136.06616037795732
187,187,103,292,131,-41,-0.3080527810237764,138.52075656738234
188,188,124,292,144,-12,-0.08314123188844122,144.49913494550754
189,189,145,292,84,3,0.03569911267932397,84.05355435673141
190,190,166,292,37,-7,-0.1869792699189111,37.65634076752546
191,191,187,292,18,-3,-0.21866894587394195,18.439088914585774
192,192,208,292,12,-9,-0.6947382761967031,15.620499351813306
193,193,229,292,21,-11,-0.5191461142465229,24.186773244895647
194,194,250,292,9,1,0.21866894587394195,9.219544457292887
195,195,19,313,210,-69,-0.31745873525463103,221.04524423746372
196,196,40,313,205,-91,-0.41777163608367024,224.2899908600471
197,197,61,313,279,-82,-0.28585738000813005,290.8006189814596
198,198,82,313,246,-47,-0.1927007586623856,250.6391828904651
199,199,103,313,242,-22,-0.09065988720074512,242.99794237811975
200,200,124,313,182,-42,-0.2267988480538859,186.78329689776868
201,201,145,313,121,-26,-0.21165766724861693,123.7618681177688
202,202,166,313,113,-9,-0.07947824460820657,113.35784048754635
203,203,187,313,80,-30,-0.35877067027057225,85.44003745317532
204,204,208,313,52,-24,-0.4324077755705377,57.2712842531054
205,205,229,313,24,-12,-0.4636476090008061,26.83281572999748
209,209,19,334,87,-52,-0.5387274545080457,101.35580891098448
210,210,40,334,126,-51,-0.3846047148222135,135.93012911051028
211,211,61,334,164,-75,-0.4289221196640393,180.33579788827285
212,212,82,334,187,-86,-0.4310504638828533,205.8275977608445
213,213,103,334,145,-62,-0.4040591470103924,157.69908052997647
214,214,124,334,206,-37,-0.1777167509076472,209.29644048573783
215,215,145,334,221,-51,-0.2267988480538859,226.8082890901477
216,216,166,334,175,-32,-0.1808590298708792,177.90165822723517
217,217,187,334,196,-51,-0.25455920831677936,202.5265414704946
218,218,208,334,143,-35,-0.2400363639940149,147.220922426128
219,219,229,334,84,-19,-0.21991427524262386,87.0976463516667
220,220,250,334,77,11,0.15460054543120086,77.92945527847607
221,221,271,334,30,0,0.0333209958782472,30.01666203960727
222,222,292,334,11,-9,-0.6857295109062863,14.212670403551895
223,223,313,334,27,-17,-0.5619215622568153,31.906112267087632
224,224,334,334,27,-17,-0.5619215622568153,31.906112267087632
225,225,355,334,23,-10,-0.41012734054149097,25.079872407968914
226,226,376,334,19,-10,-0.4844779290370232,21.470910553583888
227,227,397,334,27,-11,-0.3868757177310281,29.154759474226502
228,228,418,334,18,-7,-0.4182243295792291,19.697715603592208
229,229,439,334,14,-3,-0.2782996590051113,14.560219778561034
230,230,460,334,20,-6,-0.3366748193867272,21.18962010041709
231,231,481,334,34,-17,-0.4636476090008061,38.01315561749642
233,233,523,334,223,-129,-0.5225050267583412,258.4898450616581
234,234,544,334,431,-239,-0.5063101718792554,492.8305996993288
235,235,565,334,474,-203,-0.4064185026561454,516.0348825418686
236,236,586,334,540,-251,-0.4366271598135413,595.9060328608865
238,238,628,334,473,-220,-0.4353532751523024,521.6598508606926
239,239,19,355,134,-70,-0.4813972240573037,151.18200951171406
240,240,40,355,150,-47,-0.30364388151194777,157.19096666157378
241,241,61,355,95,-46,-0.4509364292373799,105.55093557141028
242,242,82,355,125,-47,-0.3596470942354805,133.5440002396214
243,243,103,355,101,-47,-0.4355425615403503,111.40017953306898
244,244,124,355,102,-35,-0.3305479813904221,107.83784122468329
245,245,145,355,129,-33,-0.2504430896113519,133.15404612703287
246,246,166,355,92,-26,-0.2754261036960354,95.60334722173694
247,247,187,355,121,-24,-0.19424099618140395,124.33824833895642
248,248,208,355,94,-17,-0.17891717047809394,95.524865872714
249,249,229,355,127,-18,-0.14079451921849115,128.2692480682724
250,250,250,355,117,-1,-0.01709235239771683,117.0170927685353
251,251,271,355,162,-37,-0.22454355192274947,166.1715980545412
