frame,i,x1,y1,x2,y2,x,y,angle,size
75, 0, 8, 91, 10, 91, -2, 0, 3.141592653589793, 2.0
75, 2, 151, 92, 150, 91, 1, 1, 0.7853981633974483, 1.4142135623730951
83, 10, 87, 91, 89, 91, -2, 0, 3.141592653589793, 2.0
85, 18, 40, 85, 42, 85, -2, 0, 3.141592653589793, 2.0
86, 19, 139, 75, 138, 76, 1, -1, -0.7853981633974483, 1.4142135623730951
86, 20, 128, 42, 128, 44, 0, -2, -1.5707963267948966, 2.0
87, 7, 15, 88, 17, 88, -2, 0, 3.141592653589793, 2.0
87, 11, 143, 88, 142, 89, 1, -1, -0.7853981633974483, 1.4142135623730951
89, 4, 130, 63, 130, 65, 0, -2, -1.5707963267948966, 2.0
89, 13, 140, 72, 139, 73, 1, -1, -0.7853981633974483, 1.4142135623730951
90, 12, 39, 84, 41, 85, -2, -1, -2.677945044588987, 2.23606797749979
90, 16, 32, 52, 34, 53, -2, -1, -2.677945044588987, 2.23606797749979
91, 10, 37, 84, 39, 84, -2, 0, 3.141592653589793, 2.0
91, 13, 58, 27, 60, 28, -2, -1, -2.677945044588987, 2.23606797749979
92, 0, 149, 44, 149, 46, 0, -2, -1.5707963267948966, 2.0
92, 5, 143, 32, 143, 34, 0, -2, -1.5707963267948966, 2.0
92, 8, 128, 33, 128, 35, 0, -2, -1.5707963267948966, 2.0
92, 10, 29, 51, 31, 52, -2, -1, -2.677945044588987, 2.23606797749979
93, 5, 33, 83, 36, 84, -3, -1, -2.819842099193151, 3.1622776601683795
94, 3, 143, 29, 143, 31, 0, -2, -1.5707963267948966, 2.0
95, 19, 73, 51, 75, 52, -2, -1, -2.677945044588987, 2.23606797749979
95, 22, 21, 32, 23, 33, -2, -1, -2.677945044588987, 2.23606797749979
95, 23, 37, 84, 39, 85, -2, -1, -2.677945044588987, 2.23606797749979
95, 25, 22, 68, 24, 68, -2, 0, 3.141592653589793, 2.0
96, 7, 125, 57, 125, 59, 0, -2, -1.5707963267948966, 2.0
96, 12, 19, 31, 21, 32, -2, -1, -2.677945044588987, 2.23606797749979
96, 13, 135, 42, 135, 44, 0, -2, -1.5707963267948966, 2.0
96, 14, 20, 67, 22, 68, -2, -1, -2.677945044588987, 2.23606797749979
97, 7, 125, 55, 125, 57, 0, -2, -1.5707963267948966, 2.0
97, 9, 134, 61, 134, 63, 0, -2, -1.5707963267948966, 2.0
97, 12, 18, 66, 20, 67, -2, -1, -2.677945044588987, 2.23606797749979
98, 6, 125, 53, 125, 55, 0, -2, -1.5707963267948966, 2.0
98, 10, 135, 39, 135, 41, 0, -2, -1.5707963267948966, 2.0
98, 11, 16, 65, 18, 66, -2, -1, -2.677945044588987, 2.23606797749979
