frame,i,x1,y1,x2,y2,x,y,angle,size
5, 59, 173, 77, 175, 77, -2, 0, 3.141592653589793, 2.0
6, 35, 32, 97, 31, 99, 1, -2, -1.1071487177940904, 2.23606797749979
8, 33, 170, 77, 172, 77, -2, 0, 3.141592653589793, 2.0
12, 34, 170, 83, 170, 85, 0, -2, -1.5707963267948966, 2.0
14, 9, 86, 162, 88, 162, -2, 0, 3.141592653589793, 2.0
18, 26, 245, 69, 244, 74, 1, -5, -1.373400766945016, 5.0990195135927845
19, 10, 246, 175, 247, 174, -1, 1, 2.356194490192345, 1.4142135623730951
19, 21, 20, 177, 22, 178, -2, -1, -2.677945044588987, 2.23606797749979
21, 73, 131, 122, 132, 124, -1, -2, -2.0344439357957027, 2.23606797749979
22, 11, 251, 148, 252, 147, -1, 1, 2.356194490192345, 1.4142135623730951
24, 0, 276, 126, 278, 125, -2, 1, 2.677945044588987, 2.23606797749979
24, 13, 134, 74, 135, 73, -1, 1, 2.356194490192345, 1.4142135623730951
24, 16, 19, 183, 21, 183, -2, 0, 3.141592653589793, 2.0
24, 28, 132, 134, 130, 136, 2, -2, -0.7853981633974483, 2.8284271247461903
24, 33, 137, 156, 141, 155, -4, 1, 2.896613990462929, 4.123105625617661
25, 59, 198, 98, 199, 97, -1, 1, 2.356194490192345, 1.4142135623730951
26, 9, 174, 54, 176, 54, -2, 0, 3.141592653589793, 2.0
28, 19, 223, 55, 225, 55, -2, 0, 3.141592653589793, 2.0
29, 27, 201, 52, 203, 52, -2, 0, 3.141592653589793, 2.0
37, 18, 227, 103, 227, 105, 0, -2, -1.5707963267948966, 2.0
44, 3, 296, 145, 295, 146, 1, -1, -0.7853981633974483, 1.4142135623730951
48, 18, 127, 139, 129, 139, -2, 0, 3.141592653589793, 2.0
48, 20, 163, 175, 162, 176, 1, -1, -0.7853981633974483, 1.4142135623730951
48, 22, 14, 156, 15, 154, -1, 2, 2.0344439357957027, 2.23606797749979
50, 18, 22, 57, 23, 59, -1, -2, -2.0344439357957027, 2.23606797749979
51, 15, 20, 56, 22, 57, -2, -1, -2.677945044588987, 2.23606797749979
52, 4, 291, 155, 290, 156, 1, -1, -0.7853981633974483, 1.4142135623730951
69, 11, 273, 58, 275, 58, -2, 0, 3.141592653589793, 2.0
70, 15, 246, 74, 248, 74, -2, 0, 3.141592653589793, 2.0
74, 1, 272, 75, 275, 72, -3, 3, 2.356194490192345, 4.242640687119285
74, 2, 243, 135, 242, 137, 1, -2, -1.1071487177940904, 2.23606797749979
74, 3, 208, 71, 209, 70, -1, 1, 2.356194490192345, 1.4142135623730951
74, 4, 250, 146, 252, 146, -2, 0, 3.141592653589793, 2.0
74, 5, 240, 79, 241, 76, -1, 3, 1.892546881191539, 3.1622776601683795
74, 13, 45, 163, 42, 164, 3, -1, -0.3217505543966422, 3.1622776601683795
74, 16, 113, 57, 111, 56, 2, 1, 0.4636476090008061, 2.23606797749979
75, 0, 292, 57, 290, 58, 2, -1, -0.4636476090008061, 2.23606797749979
75, 2, 225, 158, 226, 157, -1, 1, 2.356194490192345, 1.4142135623730951
75, 3, 191, 158, 191, 161, 0, -3, -1.5707963267948966, 3.0
75, 8, 216, 154, 217, 153, -1, 1, 2.356194490192345, 1.4142135623730951
75, 14, 178, 112, 180, 113, -2, -1, -2.677945044588987, 2.23606797749979
75, 15, 207, 102, 209, 104, -2, -2, -2.356194490192345, 2.8284271247461903
75, 17, 22, 183, 23, 182, -1, 1, 2.356194490192345, 1.4142135623730951
75, 18, 241, 130, 242, 132, -1, -2, -2.0344439357957027, 2.23606797749979
75, 20, 252, 86, 252, 88, 0, -2, -1.5707963267948966, 2.0
75, 21, 39, 184, 41, 184, -2, 0, 3.141592653589793, 2.0
75, 23, 188, 143, 189, 142, -1, 1, 2.356194490192345, 1.4142135623730951
75, 25, 297, 86, 296, 87, 1, -1, -0.7853981633974483, 1.4142135623730951
75, 26, 188, 112, 186, 109, 2, 3, 0.982793723247329, 3.605551275463989
75, 28, 294, 178, 296, 179, -2, -1, -2.677945044588987, 2.23606797749979
75, 29, 47, 90, 49, 92, -2, -2, -2.356194490192345, 2.8284271247461903
75, 30, 88, 167, 90, 168, -2, -1, -2.677945044588987, 2.23606797749979
75, 32, 19, 103, 22, 104, -3, -1, -2.819842099193151, 3.1622776601683795
75, 35, 19, 87, 22, 88, -3, -1, -2.819842099193151, 3.1622776601683795
75, 37, 277, 76, 275, 76, 2, 0, 0.0, 2.0
75, 39, 33, 101, 35, 101, -2, 0, 3.141592653589793, 2.0
75, 41, 41, 166, 44, 164, -3, 2, 2.5535900500422257, 3.605551275463989
75, 49, 162, 123, 164, 121, -2, 2, 2.356194490192345, 2.8284271247461903
75, 50, 171, 73, 174, 75, -3, -2, -2.5535900500422257, 3.605551275463989
75, 53, 222, 118, 223, 116, -1, 2, 2.0344439357957027, 2.23606797749979
75, 54, 62, 69, 63, 71, -1, -2, -2.0344439357957027, 2.23606797749979
75, 55, 151, 118, 148, 116, 3, 2, 0.5880026035475675, 3.605551275463989
75, 57, 165, 112, 165, 110, 0, 2, 1.5707963267948966, 2.0
75, 58, 288, 158, 289, 157, -1, 1, 2.356194490192345, 1.4142135623730951
75, 60, 109, 110, 110, 109, -1, 1, 2.356194490192345, 1.4142135623730951
75, 61, 79, 161, 80, 160, -1, 1, 2.356194490192345, 1.4142135623730951
75, 62, 169, 90, 170, 92, -1, -2, -2.0344439357957027, 2.23606797749979
75, 64, 234, 87, 233, 89, 1, -2, -1.1071487177940904, 2.23606797749979
75, 65, 300, 146, 299, 147, 1, -1, -0.7853981633974483, 1.4142135623730951
75, 66, 203, 60, 204, 59, -1, 1, 2.356194490192345, 1.4142135623730951
75, 67, 176, 57, 178, 58, -2, -1, -2.677945044588987, 2.23606797749979
75, 68, 150, 77, 149, 79, 1, -2, -1.1071487177940904, 2.23606797749979
75, 69, 155, 116, 158, 116, -3, 0, 3.141592653589793, 3.0
75, 71, 218, 131, 220, 132, -2, -1, -2.677945044588987, 2.23606797749979
75, 76, 34, 68, 37, 70, -3, -2, -2.5535900500422257, 3.605551275463989
